name	filename	type	projectName	description	tagList	captionList	groupList	projectURL
Gene's Conch	Listening_To_The_Ocean_026.jpg	image	Listening to the Ocean on a Shore of Gypsum Sand	Detail	"[""creativecoding"",""processing"",""3dprint"",""3d"",""3dprinting"",""ocean"",""seashell"",""soundart"",""digitalart"",""digitalsculpture""]"	"[""Listening to the Ocean on a Shore of Gypsum Sand is a collaborative project between Gene Kogan, Phillip Stearns, and Dan Tesene. Seashells are 3d printed from algorithmically generated forms for the sole purpose of listening to the \""ocean\"". The project questions the role of experience in the mediation of the virtual world to the real world and visa versa.""]"	"[""Listening to the Ocean on a Shore of Gypsum Sand""]"	https://phillipstearns.wordpress.com/projects/listening-to-the-ocean/
Installation View	ListeningToTheOcean-Soundwalk-1.jpg	image	Listening to the Ocean on a Shore of Gypsum Sand	Close-up on a single shell.	"[""creativecoding"",""processing"",""3dprint"",""3d"",""3dprinting"",""ocean"",""seashell"",""soundart"",""digitalart"",""digitalsculpture"",""soundwalk""]"	"[""Listening to the Ocean on a Shore of Gypsum Sand is a collaborative project between Gene Kogan, Phillip Stearns, and Dan Tesene. Seashells are 3d printed from algorithmically generated forms for the sole purpose of listening to the \""ocean\"". The project questions the role of experience in the mediation of the virtual world to the real world and visa versa.""]"	"[""Listening to the Ocean @ Soundwalk""]"	https://phillipstearns.wordpress.com/projects/listening-to-the-ocean/
Installation View	ListeningToTheOcean-Soundwalk-2.jpg	image	Listening to the Ocean on a Shore of Gypsum Sand	Shells presented on a glass display case packing materials inside.	"[""creativecoding"",""processing"",""3dprint"",""3d"",""3dprinting"",""ocean"",""seashell"",""soundart"",""digitalart"",""digitalsculpture"",""soundwalk""]"	"[""Listening to the Ocean on a Shore of Gypsum Sand is a collaborative project between Gene Kogan, Phillip Stearns, and Dan Tesene. Seashells are 3d printed from algorithmically generated forms for the sole purpose of listening to the \""ocean\"". The project questions the role of experience in the mediation of the virtual world to the real world and visa versa.""]"	"[""Listening to the Ocean @ Soundwalk""]"	https://phillipstearns.wordpress.com/projects/listening-to-the-ocean/
Installation View	ListeningToTheOcean-Soundwalk-3.jpg	image	Listening to the Ocean on a Shore of Gypsum Sand	Gallery visitors listening to the ocean.	"[""creativecoding"",""processing"",""3dprint"",""3d"",""3dprinting"",""ocean"",""seashell"",""soundart"",""digitalart"",""digitalsculpture"",""soundwalk""]"	"[""Listening to the Ocean on a Shore of Gypsum Sand is a collaborative project between Gene Kogan, Phillip Stearns, and Dan Tesene. Seashells are 3d printed from algorithmically generated forms for the sole purpose of listening to the \""ocean\"". The project questions the role of experience in the mediation of the virtual world to the real world and visa versa.""]"	"[""Listening to the Ocean @ Soundwalk""]"	https://phillipstearns.wordpress.com/projects/listening-to-the-ocean/
Small Booth	OpenVault_20x12_Rendering_001.jpg	image	Open Vault Concepts	Mockup of an installation setup using grid wall.	"[""openvault"",""blender"",""rendering"",""render"",""concept"",""retail"",""installationdesign"",""installationart"",""retaildesign""]"	"[""A project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.""]"	"[""Open Vault Concepts""]"	https://phillipstearns.com/artwork#/open-vault/
Large Floor Display	OpenVault_8x8_Rendering_001.jpg	image	Open Vault Concepts	Mockup of an installation setup using grid wall.	"[""openvault"",""blender"",""rendering"",""render"",""concept"",""retail"",""installationdesign"",""installationart"",""retaildesign""]"	"[""A project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.""]"	"[""Open Vault Concepts""]"	https://phillipstearns.com/artwork#/open-vault/
Retail Space	OpenVault_FullStore_Rendering_001.jpg	image	Open Vault Concepts	Mockup of an installation setup inspired by software retailers from the 90s	"[""openvault"",""blender"",""rendering"",""render"",""concept"",""retail"",""installationdesign"",""installationart"",""retaildesign""]"	"[""A project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.""]"	"[""Open Vault Concepts""]"	https://phillipstearns.com/artwork#/open-vault/
Poster Design	OpenVault_Press_001.jpg	image	Open Vault Concepts	Poster Design for an Installation in the Hochschule Düsseldorf Library	"[""openvault"",""blender"",""rendering"",""render"",""concept"",""retail"",""installationdesign"",""installationart"",""retaildesign""]"	"[""A project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.""]"	"[""Open Vault Concepts""]"	https://phillipstearns.com/artwork#/open-vault/
Software Box	OpenVault-Athena_V1-3D_Rendering.jpg	image	Open Vault Concepts	Rendering of a box design for Athena	"[""openvault"",""blender"",""rendering"",""render"",""concept"",""retail"",""installationdesign"",""installationart"",""retaildesign""]"	"[""A project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.""]"	"[""Open Vault Concepts""]"	https://phillipstearns.com/artwork#/open-vault/
Shelf Display	OpenVault-Boxes_On_Shelf_Render_001.jpg	image	Open Vault Concepts	Rendering for a proposed Installation in the Hochschule Düsseldorf Library	"[""openvault"",""blender"",""rendering"",""render"",""concept"",""retail"",""installationdesign"",""installationart"",""retaildesign""]"	"[""A project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.""]"	"[""Open Vault Concepts""]"	https://phillipstearns.com/artwork#/open-vault/
Adylkuzz	OpenVault-CryptoJacked-Adylkuzz_BoxDesign_v1_FULLBLEED.jpg	image	Open Vault: CryptoJacked!	Box design for crypto mining malware.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""cryptojacking"",""malware"",""cyberwarfare"",""cyberweapons"",""cryptoart""]"	"[""Completed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault: CryptoJacked!""]"	https://phillipstearns.com/artwork#/open-vault/
CoinMiner	OpenVault-CryptoJacked-CoinMiner_BoxDesign_v1_FULLBLEED.jpg	image	Open Vault: CryptoJacked!	Box design for crypto mining malware.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""cryptojacking"",""malware"",""cyberwarfare"",""cyberweapons"",""cryptoart""]"	"[""Completed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault: CryptoJacked!""]"	https://phillipstearns.com/artwork#/open-vault/
CopyMiner 	OpenVault-CryptoJacked-CopyMiner_BoxDesign_v1_FULLBLEED.jpg	image	Open Vault: CryptoJacked!	Box design for crypto mining malware.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""cryptojacking"",""malware"",""cyberwarfare"",""cyberweapons"",""cryptoart""]"	"[""Completed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault: CryptoJacked!""]"	https://phillipstearns.com/artwork#/open-vault/
EternalMiner	OpenVault-CryptoJacked-EternalMiner_BoxDesign_v1_FULLBLEED.jpg	image	Open Vault: CryptoJacked!	Box design for crypto mining malware.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""cryptojacking"",""malware"",""cyberwarfare"",""cyberweapons"",""cryptoart""]"	"[""Completed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault: CryptoJacked!""]"	https://phillipstearns.com/artwork#/open-vault/
Installation View	OpenVault-Cryptojacked-IMG_6860.jpg	image	Open Vault: CryptoJacked! @ Ethereal	Zealot and CopyMiner on display.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""cryptojacking"",""malware"",""cyberwarfare"",""cyberweapons"",""cryptoart""]"	"[""Installed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault: CryptoJacked! @ Ethereal""]"	https://phillipstearns.com/artwork#/open-vault/
Installation View	OpenVault-Cryptojacked-IMG_6861.jpg	image	Open Vault: CryptoJacked! @ Ethereal	MrsaMiner and Smominru on display.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""cryptojacking"",""malware"",""cyberwarfare"",""cyberweapons"",""cryptoart""]"	"[""Installed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault: CryptoJacked! @ Ethereal""]"	https://phillipstearns.com/artwork#/open-vault/
Installation Visitors	OpenVault-Cryptojacked-IMG_6878.jpg	image	Open Vault: CryptoJacked! @ Ethereal	"Booth ""customers"" browsing."	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""cryptojacking"",""malware"",""cyberwarfare"",""cyberweapons"",""cryptoart""]"	"[""Installed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault: CryptoJacked! @ Ethereal""]"	https://phillipstearns.com/artwork#/open-vault/
MrsaMiner	OpenVault-CryptoJacked-MsraMiner_BoxDesign_v1_FULLBLEED.jpg	image	Open Vault: CryptoJacked!	Box design for crypto mining malware.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""cryptojacking"",""malware"",""cyberwarfare"",""cyberweapons"",""cryptoart""]"	"[""Completed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault: CryptoJacked!""]"	https://phillipstearns.com/artwork#/open-vault/
Smominru	OpenVault-CryptoJacked-Smominru_BoxDesign_v1_FULLBLEED.jpg	image	Open Vault: CryptoJacked!	Box design for crypto mining malware.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""cryptojacking"",""malware"",""cyberwarfare"",""cyberweapons"",""cryptoart""]"	"[""Completed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault: CryptoJacked!""]"	https://phillipstearns.com/artwork#/open-vault/
WannaMine	OpenVault-CryptoJacked-WannaMine_BoxDesign_v1_FULLBLEED.jpg	image	Open Vault: CryptoJacked!	Box design for crypto mining malware.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""cryptojacking"",""malware"",""cyberwarfare"",""cyberweapons"",""cryptoart""]"	"[""Completed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault: CryptoJacked!""]"	https://phillipstearns.com/artwork#/open-vault/
Zealot	OpenVault-CryptoJacked-Zealot_BoxDesign_v1_FULLBLEED.jpg	image	Open Vault: CryptoJacked!	Box design for crypto mining malware.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""cryptojacking"",""malware"",""cyberwarfare"",""cyberweapons"",""cryptoart""]"	"[""Completed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault: CryptoJacked!""]"	https://phillipstearns.com/artwork#/open-vault/
Booth Rendering	OpenVault-Mockup_v1_002_color_cropped.jpg	image	Open Vault: CryptoJacked! @ Ethereal	Mockup of the proposed booth.	"[""openvault"",""blender"",""rendering"",""render"",""concept"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""ethereal"",""cryptojacked""]"	"[""Installed in 2018\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nCryptoJacked! Malware products have a common theme, the repurposing of leaked or stolen cyber weapons for criminal activities.""]"	"[""Open Vault CryptoJacked! @ Ethereal""]"	https://phillipstearns.com/artwork#/open-vault/
Installation View	OpenVault-TheMarket-0120.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0125.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0130.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0143.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0153.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0185.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0213.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0234.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0237.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0245.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0257.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0259.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0296.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
Installation View	OpenVault-TheMarket-0326.jpg	image	Open Vault: The Market	Created during NO VACANCY 2023	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""russoukrainianwar"",""ukraine"",""russia""]"	"[""Completed and Installed in 2023\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoft sculpture meant to visualize hybrid cyber-conventional warfare taking place during the ongoing Russo-Ukrainian War.""]"	"[""Open Vault: The Market""]"	https://phillipstearns.com/artwork#/open-vault-the-market/
After Midnight	OpenVault-Vault7-AfterMidnight_V1_FULL_BLEED.jpg	image	Open Vault: Vault7	Box design for a CIA Cyber espionage tool.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7""]"	https://phillipstearns.com/artwork#/open-vault/
Archimedes	OpenVault-Vault7-Archimedes_V1_FULL_BLEED.jpg	image	Open Vault: Vault7	Box design for a CIA Cyber espionage tool.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7""]"	https://phillipstearns.com/artwork#/open-vault/
Athena	OpenVault-Vault7-Athena_V1_FULL_BLEED.jpg	image	Open Vault: Vault7	Box design for a CIA Cyber espionage tool.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7""]"	https://phillipstearns.com/artwork#/open-vault/
Bald Eagle	OpenVault-Vault7-BaldEagle_V1_FULL_BLEED.jpg	image	Open Vault: Vault7	Box design for a CIA Cyber espionage tool.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7""]"	https://phillipstearns.com/artwork#/open-vault/
Gyr Falcon	OpenVault-Vault7-GyrFalcon_V1_FULL_BLEED.jpg	image	Open Vault: Vault7	Box design for a CIA Cyber espionage tool.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7""]"	https://phillipstearns.com/artwork#/open-vault/
Harpy Eagle	OpenVault-Vault7-HarpyEagle_V1_FULL_BLEED.jpg	image	Open Vault: Vault7	Box design for a CIA Cyber espionage tool.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7""]"	https://phillipstearns.com/artwork#/open-vault/
Ricky Bobby	OpenVault-Vault7-RickyBobby4_V1_FULL_BLEED.jpg	image	Open Vault: Vault7	Box design for a CIA Cyber espionage tool.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7""]"	https://phillipstearns.com/artwork#/open-vault/
Snowy Owl	OpenVault-Vault7-SnowyOwl_V1_FULL_BLEED.jpg	image	Open Vault: Vault7	Box design for a CIA Cyber espionage tool.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7""]"	https://phillipstearns.com/artwork#/open-vault/
Sparrow Hawk	OpenVault-Vault7-SparrowHawk_V1_FULL_BLEED.jpg	image	Open Vault: Vault7	Box design for a CIA Cyber espionage tool.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7""]"	https://phillipstearns.com/artwork#/open-vault/
Weeping Angel	OpenVault-Vault7-WeepingAngel_V1_FULL_BLEED.jpg	image	Open Vault: Vault7	Box design for a CIA Cyber espionage tool.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7""]"	https://phillipstearns.com/artwork#/open-vault/
Installation View	IMG_3972-copy.jpg	image	Open Vault: Vault7 @ HSD	Display in HSD Library	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nInstalled in the Hochschule Düsseldorf Library\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7 @ HSD""]"	https://phillipstearns.com/artwork#/open-vault/
Installation Detail	IMG_3978-copy.jpg	image	Open Vault: Vault7 @ HSD	Box for SparrowHawk	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""vault7"",""wikileaks"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2017\n\nInstalled in the Hochschule Düsseldorf Library\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nSoftware box designs based on CIA cyber espionage tools published in the Vault 7 leaks on Wikileaks.""]"	"[""Open Vault: Vault 7 @ HSD""]"	https://phillipstearns.com/artwork#/open-vault/
